	category_1	city_1	category_2	city_2	category_3	city_3	category_4	city_4	category_5	city_5
4374	Accommodation	Taif								
4375	Tourism Attractions/ Sites	Umluj								
4376	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4377	Accommodation	Makkah								
4378	Tourism Attractions/ Sites	Madinah								
4379	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4380	Tourism Attractions/ Sites	Madinah								
4381	Tourism Attractions/ Sites	Taif								
4382	Tourism Attractions/ Sites	Tabuk								
4383	Tourism Attractions/ Sites	Al Ahsa								
4384	Food & Beverage	Riyadh								
4385	Accommodation	Makkah								
4386	Tourism Attractions/ Sites	Abha								
4387	Tourism Attractions/ Sites	Al Ahsa								
4388	Tourism Attractions/ Sites	Abha								
4389	Tourism Attractions/ Sites	Taif								
4390	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4391	Food & Beverage	Al Namas								
4392	Tourism Attractions/ Sites	Madinah								
4393	Tourism Attractions/ Sites	Al Baha								
4394	Tourism Attractions/ Sites	Abha								
4395	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4396	Tourism Attractions/ Sites	Tabuk								
4397	Tourism Attractions/ Sites	Tanomah								
4398	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
4399	Tourism Attractions/ Sites	Jizan								
4400	Tourism Attractions/ Sites	Al Baha								
4401	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4402	Tourism Attractions/ Sites	Abha								
4403	Tourism Attractions/ Sites	Madinah								
4404	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4405	Tourism Attractions/ Sites	Jizan								
4406	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
4407	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4408	Tourism Attractions/ Sites	Abha								
4409	Tourism Attractions/ Sites	Al Ahsa								
4410	Tourism Attractions/ Sites	KAEC								
4411	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4412	Tourism Attractions/ Sites	Khobar								
4413	Tourism Attractions/ Sites	Madinah								
4414	Tourism Attractions/ Sites	Tabuk								
4415	Food & Beverage	Madinah								
4416	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4417	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4418	Accommodation	Makkah								
4419	Tourism Attractions/ Sites	Umluj								
4420	Food & Beverage	Tabuk								
4421	Tourism Attractions/ Sites	Madinah								
4422	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4423	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4424	Accommodation	Jeddah								
4425	Tourism Attractions/ Sites	Abha								
4426	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4427	Tourism Attractions/ Sites	Al Ahsa								
4428	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4429	Tourism Attractions/ Sites	Jizan								
4430	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4431	Tourism Attractions/ Sites	Abha								
4432	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4433	Tourism Attractions/ Sites	Abha								
4434	Tourism Attractions/ Sites	Al Baha								
4435	Tourism Attractions/ Sites	Al Namas								
4436	Tourism Attractions/ Sites	Tabuk								
4437	Religious	Makkah	Accommodation	Makkah						
4438	Tourism Attractions/ Sites	Tabuk								
4439	Tourism Attractions/ Sites	Taif								
4440	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4441	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4442	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4443	Accommodation	Taif								
4444	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4445	Tourism Attractions/ Sites	Yanbu								
4446	Food & Beverage	Al Baha								
4447	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4448	Tourism Attractions/ Sites	Yanbu								
4449	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4450	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
4451	Tourism Attractions/ Sites	Taif	Tourism Attractions/ Sites	Madinah						
4452	Tourism Attractions/ Sites	Tanomah								
4453	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4454	Tourism Attractions/ Sites	Sakaka / AlJouf								
4455	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4456	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4457	Tourism Attractions/ Sites	Abha								
4458	Tourism Attractions/ Sites	Al Ahsa								
4459	Tourism Attractions/ Sites	Khobar								
4460	Tourism Attractions/ Sites	Jizan								
4461	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4462	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4463	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4464	Tourism Attractions/ Sites	Taif								
4465	Food & Beverage	Al Namas								
4466	Tourism Attractions/ Sites	Tabuk								
4467	Tourism Attractions/ Sites	Madinah								
4468	Tourism Attractions/ Sites	Al Namas								
4469	Tourism Attractions/ Sites	Tabuk								
4470	Tourism Attractions/ Sites	Madinah								
4471	Tourism Attractions/ Sites	Abha								
4472	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4473	Tourism Attractions/ Sites	Madinah								
4474	Accommodation	Jeddah								
4475	Tourism Attractions/ Sites	Tanomah								
4476	Tourism Attractions/ Sites	Jizan								
4477	Tourism Attractions/ Sites	Taif								
4478	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4479	Tourism Attractions/ Sites	Abha								
4480	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4481	Tourism Attractions/ Sites	Tanomah								
4482	Tourism Attractions/ Sites	Abha								
4483	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4484	Tourism Attractions/ Sites	Umluj								
4485	Tourism Attractions/ Sites	KAEC								
4486	Tourism Attractions/ Sites	Madinah								
4487	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4488	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4489	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4490	Tourism Attractions/ Sites	Abha								
4491	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4492	Tourism Attractions/ Sites	Taif								
4493	Tourism Attractions/ Sites	Madinah								
4494	Tourism Attractions/ Sites	Tabuk								
4495	Accommodation	Madinah								
4496	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4497	Tourism Attractions/ Sites	Taif								
4498	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4499	Food & Beverage	Al Namas								
4500	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
4501	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4502	Tourism Attractions/ Sites	Khobar								
4503	Tourism Attractions/ Sites	Madinah								
4504	Tourism Attractions/ Sites	Taif								
4505	Tourism Attractions/ Sites	Tanomah								
4506	Tourism Attractions/ Sites	Abha								
4507	Tourism Attractions/ Sites	Khobar								
4508	Tourism Attractions/ Sites	Abha								
4509	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4510	Retail	Jeddah								
4511	Tourism Attractions/ Sites	Al Namas								
4512	Tourism Attractions/ Sites	Taif								
4513	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4514	Tourism Attractions/ Sites	Jizan								
4515	Food & Beverage	Tabuk								
4516	Tourism Attractions/ Sites	Taif								
4517	Tourism Attractions/ Sites	Tabuk								
4518	Tourism Attractions/ Sites	Yanbu								
4519	Tourism Attractions/ Sites	Sakaka / AlJouf								
4520	Tourism Attractions/ Sites	Al Ahsa								
4521	Tourism Attractions/ Sites	Tanomah								
4522	Tourism Attractions/ Sites	Tanomah								
4523	Tourism Attractions/ Sites	Madinah								
4524	Tourism Attractions/ Sites	Abha								
4525	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4526	Tourism Attractions/ Sites	KAEC								
4527	Accommodation	Khobar								
4528	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4529	Tourism Attractions/ Sites	Abha								
4530	Tourism Attractions/ Sites	Jizan								
4531	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4532	Tourism Attractions/ Sites	Abha								
4533	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4534	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4535	Tourism Attractions/ Sites	Abha								
4536	Accommodation	Khobar								
4537	Tourism Attractions/ Sites	Tabuk								
4538	Tourism Attractions/ Sites	Jizan								
4539	Religious	Tabuk	Tourism Attractions/ Sites	Tabuk						
4540	Tourism Attractions/ Sites	Hail								
4541	Tourism Attractions/ Sites	Madinah								
4542	Tourism Attractions/ Sites	Tanomah								
4543	Tourism Attractions/ Sites	Taif								
4544	Food & Beverage	Tabuk								
4545	Tourism Attractions/ Sites	Madinah								
4546	Tourism Attractions/ Sites	Taif								
4547	Retail	Jeddah								
4548	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4549	Tourism Attractions/ Sites	Taif								
4550	Tourism Attractions/ Sites	Umluj								
4551	Accommodation	Sakaka / AlJouf	Food & Beverage	Riyadh						
4552	Tourism Attractions/ Sites	Madinah								
4553	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4554	Tourism Attractions/ Sites	Abha								
4555	Tourism Attractions/ Sites	Tanomah								
4556	Tourism Attractions/ Sites	Al Namas								
4557	Tourism Attractions/ Sites	Yanbu								
4558	Tourism Attractions/ Sites	Al Ahsa								
4559	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4560	Accommodation	Makkah								
4561	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4562	Tourism Attractions/ Sites	Sakaka / AlJouf								
4563	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4564	Tourism Attractions/ Sites	Yanbu								
4565	Tourism Attractions/ Sites	Abha								
4566	Tourism Attractions/ Sites	Al Ahsa								
4567	Food & Beverage	Al Namas								
4568	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4569	Tourism Attractions/ Sites	Abha								
4570	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4571	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4572	Tourism Attractions/ Sites	Jizan								
4573	Tourism Attractions/ Sites	Abha								
4574	Tourism Attractions/ Sites	KAEC								
4575	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4576	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4577	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4578	Tourism Attractions/ Sites	Madinah								
4579	Tourism Attractions/ Sites	Abha								
4580	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4581	Tourism Attractions/ Sites	Madinah								
4582	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4583	Tourism Attractions/ Sites	Tanomah								
4584	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4585	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4586	Tourism Attractions/ Sites	Tanomah								
4587	Tourism Attractions/ Sites	Jizan								
4588	Tourism Attractions/ Sites	Abha								
4589	Tourism Attractions/ Sites	Madinah								
4590	Accommodation	Madinah								
4591	Tourism Attractions/ Sites	Al Namas								
4592	Tourism Attractions/ Sites	Jizan								
4593	Tourism Attractions/ Sites	Tabuk								
4594	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
4595	Tourism Attractions/ Sites	Al Ahsa								
4596	Tourism Attractions/ Sites	Madinah								
4597	Food & Beverage	Tabuk								
4598	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4599	Tourism Attractions/ Sites	Khobar								
4600	Food & Beverage	Madinah								
4601	Tourism Attractions/ Sites	Madinah								
4602	Tourism Attractions/ Sites	Tanomah								
4603	Tourism Attractions/ Sites	Taif								
4604	Tourism Attractions/ Sites	Madinah								
4605	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4606	Tourism Attractions/ Sites	Al Baha								
4607	Tourism Attractions/ Sites	Yanbu								
4608	Tourism Attractions/ Sites	Taif								
4609	Tourism Attractions/ Sites	Al Ahsa								
4610	Food & Beverage	Al Namas								
4611	Tourism Attractions/ Sites	Jizan								
4612	Accommodation	Jeddah								
4613	Accommodation	Riyadh	Food & Beverage	Riyadh						
4614	Tourism Attractions/ Sites	Taif								
4615	Tourism Attractions/ Sites	Madinah								
4616	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4617	Accommodation	Al Ahsa								
4618	Accommodation	Riyadh								
4619	Tourism Attractions/ Sites	Abha								
4620	Tourism Attractions/ Sites	Madinah								
4621	Tourism Attractions/ Sites	Taif								
4622	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4623	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4624	Tourism Attractions/ Sites	Madinah								
4625	Tourism Attractions/ Sites	Umluj								
4626	Tourism Attractions/ Sites	Al Ahsa								
4627	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
4628	Accommodation	Makkah								
4629	Tourism Attractions/ Sites	Tabuk								
4630	Tourism Attractions/ Sites	Abha								
4631	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4632	Tourism Attractions/ Sites	Al Namas								
4633	Tourism Attractions/ Sites	Abha								
4634	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4635	Tourism Attractions/ Sites	Hail								
4636	Tourism Attractions/ Sites	Yanbu								
4637	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4638	Retail	Jeddah								
4639	Tourism Attractions/ Sites	Madinah								
4640	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4641	Tourism Attractions/ Sites	Al Namas								
4642	Tourism Attractions/ Sites	Umluj								
4643	Tourism Attractions/ Sites	Tanomah								
4644	Tourism Attractions/ Sites	Jizan								
4645	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4646	Tourism Attractions/ Sites	Taif								
4647	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4648	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4649	Tourism Attractions/ Sites	Tabuk								
4650	Religious	Abha	Tourism Attractions/ Sites	Abha						
4651	Food & Beverage	Tabuk								
4652	Tourism Attractions/ Sites	Tabuk								
4653	Food & Beverage	Taif								
4654	Tourism Attractions/ Sites	Madinah								
4655	Tourism Attractions/ Sites	Tanomah								
4656	Tourism Attractions/ Sites	Jizan								
4657	Tourism Attractions/ Sites	Taif								
4658	Tourism Attractions/ Sites	Yanbu								
4659	Tourism Attractions/ Sites	Taif								
4660	Tourism Attractions/ Sites	Yanbu								
4661	Religious	Abha	Tourism Attractions/ Sites	Abha						
4662	Food & Beverage	Al Namas								
4663	Tourism Attractions/ Sites	Taif								
4664	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4665	Tourism Attractions/ Sites	Al Ahsa								
4666	Tourism Attractions/ Sites	Sakaka / AlJouf								
4667	Tourism Attractions/ Sites	Al Namas								
4668	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4669	Tourism Attractions/ Sites	Taif								
4670	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4671	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4672	Tourism Attractions/ Sites	Khobar								
4673	Tourism Attractions/ Sites	KAEC								
4674	Tourism Attractions/ Sites	Madinah								
4675	Tourism Attractions/ Sites	Yanbu								
4676	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4677	Tourism Attractions/ Sites	Taif								
4678	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4679	Tourism Attractions/ Sites	Khobar								
4680	Tourism Attractions/ Sites	Al Ahsa								
4681	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4682	Tourism Attractions/ Sites	Abha								
4683	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4684	Tourism Attractions/ Sites	Al Baha								
4685	Tourism Attractions/ Sites	Hail								
4686	Tourism Attractions/ Sites	Taif								
4687	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4688	Tourism Attractions/ Sites	Madinah								
4689	Tourism Attractions/ Sites	Madinah								
4690	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4691	Tourism Attractions/ Sites	Taif								
4692	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4693	Tourism Attractions/ Sites	Abha								
4694	Tourism Attractions/ Sites	Al Namas								
4695	Tourism Attractions/ Sites	Madinah								
4696	Tourism Attractions/ Sites	Taif								
4697	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4698	Tourism Attractions/ Sites	Yanbu								
4699	Tourism Attractions/ Sites	Abha								
4700	Tourism Attractions/ Sites	Al Namas								
4701	Tourism Attractions/ Sites	Yanbu								
4702	Tourism Attractions/ Sites	Tabuk								
4703	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4704	Tourism Attractions/ Sites	Umluj								
4705	Tourism Attractions/ Sites	Tanomah								
4706	Tourism Attractions/ Sites	Taif								
4707	Tourism Attractions/ Sites	Khobar								
4708	Food & Beverage	Al Namas								
4709	Tourism Attractions/ Sites	Abha								
4710	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4711	Tourism Attractions/ Sites	Al Ahsa								
4712	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4713	Tourism Attractions/ Sites	Al Ahsa								
4714	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4715	Tourism Attractions/ Sites	Jizan								
4716	Tourism Attractions/ Sites	Jeddah								
4717	Tourism Attractions/ Sites	Abha								
4718	Tourism Attractions/ Sites	Madinah								
4719	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4720	Tourism Attractions/ Sites	Jizan								
4721	Tourism Attractions/ Sites	Al Baha								
4722	Tourism Attractions/ Sites	Madinah								
4723	Tourism Attractions/ Sites	Abha								
4724	Tourism Attractions/ Sites	Tanomah								
4725	Tourism Attractions/ Sites	Al Ahsa								
4726	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4727	Tourism Attractions/ Sites	Hail								
4728	Tourism Attractions/ Sites	Abha								
4729	Tourism Attractions/ Sites	Taif								
4730	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4731	Food & Beverage	Al Namas								
4732	Tourism Attractions/ Sites	Taif								
4733	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4734	Accommodation	Al Ahsa								
4735	Food & Beverage	Tabuk								
4736	Tourism Attractions/ Sites	Khobar								
4737	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4738	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4739	Tourism Attractions/ Sites	Sakaka / AlJouf								
4740	Tourism Attractions/ Sites	Abha								
4741	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4742	Tourism Attractions/ Sites	Abha								
4743	Tourism Attractions/ Sites	Madinah								
4744	Tourism Attractions/ Sites	Taif								
4745	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4746	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4747	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4748	Tourism Attractions/ Sites	Taif								
4749	Tourism Attractions/ Sites	Taif								
4750	Tourism Attractions/ Sites	Abha								
4751	Tourism Attractions/ Sites	Tabuk								
4752	Tourism Attractions/ Sites	Yanbu								
4753	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4754	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4755	Tourism Attractions/ Sites	KAEC								
4756	Tourism Attractions/ Sites	Al Baha								
4757	Tourism Attractions/ Sites	Tabuk								
4758	Tourism Attractions/ Sites	Madinah								
4759	Tourism Attractions/ Sites	Taif								
4760	Tourism Attractions/ Sites	Al Namas								
4761	Accommodation	Yanbu								
4762	Tourism Attractions/ Sites	Taif								
4763	Tourism Attractions/ Sites	Abha								
4764	Tourism Attractions/ Sites	Taif								
4765	Tourism Attractions/ Sites	Jizan								
4766	Tourism Attractions/ Sites	Jizan								
4767	Tourism Attractions/ Sites	Al Namas								
4768	Tourism Attractions/ Sites	Jeddah								
4769	Tourism Attractions/ Sites	Taif								
4770	Tourism Attractions/ Sites	Hail								
4771	Tourism Attractions/ Sites	Sakaka / AlJouf								
4772	Tourism Attractions/ Sites	Madinah								
4773	Tourism Attractions/ Sites	Al Ahsa								
4774	Accommodation	Jeddah								
4775	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4776	Tourism Attractions/ Sites	Madinah								
4777	Tourism Attractions/ Sites	Taif								
4778	Accommodation	Madinah								
4779	Tourism Attractions/ Sites	Tabuk								
4780	Tourism Attractions/ Sites	Khobar								
4781	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4782	Tourism Attractions/ Sites	Abha								
4783	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4784	Food & Beverage	Al Namas								
4785	Accommodation	Makkah								
4786	Tourism Attractions/ Sites	Abha								
4787	Tourism Attractions/ Sites	Al Baha								
4788	Tourism Attractions/ Sites	Khobar								
4789	Tourism Attractions/ Sites	Abha								
4790	Tourism Attractions/ Sites	Yanbu								
4791	Tourism Attractions/ Sites	Madinah								
4792	Tourism Attractions/ Sites	Abha								
4793	Food & Beverage	Tabuk								
4794	Tourism Attractions/ Sites	Yanbu								
4795	Tourism Attractions/ Sites	Tanomah								
4796	Tourism Attractions/ Sites	Al Namas								
4797	Accommodation	Riyadh	Food & Beverage	Riyadh						
4798	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
4799	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4800	Tourism Attractions/ Sites	Taif								
4801	Tourism Attractions/ Sites	Al Baha	Tourism Attractions/ Sites	Tanomah						
4802	Tourism Attractions/ Sites	KAEC								
4803	Tourism Attractions/ Sites	Tabuk								
4804	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4805	Tourism Attractions/ Sites	Umluj								
4806	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4807	Food & Beverage	Al Namas	Accommodation	Riyadh						
4808	Retail	Jeddah								
4809	Food & Beverage	Taif	Tourism Attractions/ Sites	Taif						
4810	Tourism Attractions/ Sites	Jizan								
4811	Accommodation	Jeddah								
4812	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
4813	Tourism Attractions/ Sites	Taif	Retail	Jeddah						
4814	Tourism Attractions/ Sites	Taif								
4815	Tourism Attractions/ Sites	Jizan								
4816	Tourism Attractions/ Sites	Madinah								
4817	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4818	Tourism Attractions/ Sites	Abha								
4819	Tourism Attractions/ Sites	Yanbu								
4820	Accommodation	Jeddah								
4821	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4822	Food & Beverage	Madinah								
4823	Tourism Attractions/ Sites	Tabuk								
4824	Tourism Attractions/ Sites	Al Ahsa								
4825	Tourism Attractions/ Sites	Jizan								
4826	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh						
4827	Food & Beverage	Al Namas								
4828	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4829	Tourism Attractions/ Sites	Umluj								
4830	Tourism Attractions/ Sites	Tanomah								
4831	Tourism Attractions/ Sites	Tanomah								
4832	Tourism Attractions/ Sites	Yanbu								
4833	Tourism Attractions/ Sites	Madinah								
4834	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4835	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh	Tourism Attractions/ Sites	Dammam
4836	Tourism Attractions/ Sites	Taif								
4837	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
4838	Tourism Attractions/ Sites	Taif								
4839	Tourism Attractions/ Sites	Taif								
4840	Tourism Attractions/ Sites	Khobar								
4841	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4842	Food & Beverage	Al Ahsa	Religious	Al Ahsa						
4843	Tourism Attractions/ Sites	Sakaka / AlJouf								
4844	Retail	Jeddah								
4845	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
4846	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4847	Tourism Attractions/ Sites	Madinah								
4848	Tourism Attractions/ Sites	Madinah								
4849	Tourism Attractions/ Sites	Al Ahsa								
4850	Tourism Attractions/ Sites	Al Baha								
4851	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4852	Accommodation	Makkah								
4853	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
4854	Food & Beverage	Khobar								
4855	Tourism Attractions/ Sites	Tabuk								
4856	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
4857	Food & Beverage	Tabuk								
4858	Food & Beverage	Al Ahsa								
4859	Tourism Attractions/ Sites	Abha								
4860	Tourism Attractions/ Sites	Umluj								
4861	Tourism Attractions/ Sites	Taif								
4862	Tourism Attractions/ Sites	KAEC								
4863	Tourism Attractions/ Sites	Taif								
4864	Tourism Attractions/ Sites	Madinah	Retail	Madinah						
4865	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
4866	Tourism Attractions/ Sites	Yanbu								
