	category_1	city_1	category_2	city_2	category_3	city_3	category_4	city_4	category_5	city_5
8706	Accommodation	Makkah								
8707	Accommodation	Makkah								
8708	Food & Beverage	Jeddah								
8709	Food & Beverage	Riyadh								
8710	Food & Beverage	Jeddah								
8711	Accommodation	Jizan								
8712	Food & Beverage	Jeddah								
8713	Accommodation	Khobar								
8714	Food & Beverage	Jeddah								
8715	Food & Beverage	Jeddah								
8716	Accommodation	Jeddah								
8717	Accommodation	Riyadh	Food & Beverage	Riyadh						
8718	Accommodation	Riyadh	Food & Beverage	Riyadh						
8719	Accommodation	Makkah								
8720	Food & Beverage	Riyadh								
8721	Retail	Jeddah								
8722	Accommodation	Makkah								
8723	Food & Beverage	Jeddah								
8724	Food & Beverage	Jeddah								
8725	Food & Beverage	Jeddah								
8726	Food & Beverage	Jeddah								
8727	Food & Beverage	Jeddah								
8728	Food & Beverage	Jeddah								
8729	Accommodation	Makkah								
8730	Religious	Makkah								
8731	Religious	Makkah								
8732	Food & Beverage	Jeddah								
8733	Retail	Abha								
8734	Accommodation	Makkah								
8735	Food & Beverage	Makkah								
8736	Food & Beverage	Riyadh								
8737	Food & Beverage	Jeddah								
8738	Food & Beverage	Riyadh								
8739	Accommodation	Makkah								
8740	Accommodation	Dammam								
8741	Food & Beverage	Jeddah								
8742	Food & Beverage	Jeddah								
8743	Food & Beverage	Jeddah								
8744	Food & Beverage	Jeddah								
8745	Accommodation	Makkah								
8746	Accommodation	Jeddah								
8747	Food & Beverage	Jeddah								
8748	Food & Beverage	Jeddah								
8749	Food & Beverage	Jeddah								
8750	Retail	Abha								
8751	Accommodation	Jeddah								
8752	Food & Beverage	Jeddah								
8753	Retail	Yanbu								
8754	Food & Beverage	Jeddah								
8755	Food & Beverage	Jeddah								
8756	Food & Beverage	Jeddah								
8757	Food & Beverage	Jeddah								
8758	Accommodation	Khobar								
8759	Accommodation	Dammam								
8760	Food & Beverage	Jeddah								
8761	Accommodation	Jeddah								
8762	Food & Beverage	Jeddah								
8763	Food & Beverage	Jeddah								
8764	Food & Beverage	Jeddah								
8765	Accommodation	Madinah								
8766	Food & Beverage	Jeddah								
8767	Accommodation	Makkah								
8768	Accommodation	Jeddah								
8769	Food & Beverage	Jeddah								
8770	Food & Beverage	Jeddah								
8771	Food & Beverage	Jeddah								
8772	Food & Beverage	Jeddah								
8773	Food & Beverage	Jeddah								
8774	Food & Beverage	Jeddah								
8775	Food & Beverage	Jeddah								
8776	Food & Beverage	Jeddah								
8777	Food & Beverage	Jeddah								
8778	Accommodation	Makkah								
8779	Accommodation	Makkah								
8780	Food & Beverage	Jeddah								
8781	Food & Beverage	Jeddah								
8782	Accommodation	Jeddah								
8783	Food & Beverage	Jeddah								
8784	Food & Beverage	Jeddah								
8785	Accommodation	Makkah								
8786	Food & Beverage	Jeddah								
8787	Food & Beverage	Jeddah								
8788	Accommodation	Jeddah								
8789	Food & Beverage	Jeddah								
8790	Food & Beverage	Jeddah								
8791	Food & Beverage	Jeddah								
8792	Food & Beverage	Jeddah								
8793	Accommodation	Qassim								
8794	Accommodation	Riyadh	Food & Beverage	Riyadh						
8795	Food & Beverage	Jeddah								
8796	Food & Beverage	Jeddah								
8797	Food & Beverage	Jeddah								
8798	Accommodation	Abha								
8799	Food & Beverage	Jeddah								
8800	Food & Beverage	Jeddah								
8801	Accommodation	Madinah								
8802	Food & Beverage	Jeddah								
8803	Food & Beverage	Jeddah								
8804	Food & Beverage	Jeddah								
8805	Accommodation	Jizan								
8806	Food & Beverage	Jeddah								
8807	Food & Beverage	Jeddah								
8808	Food & Beverage	Jeddah								
8809	Religious	Makkah								
8810	Accommodation	Jeddah								
8811	Accommodation	Makkah								
8812	Accommodation	Taif								
8813	Food & Beverage	Jeddah								
8814	Food & Beverage	Jeddah								
8815	Food & Beverage	Jeddah								
8816	Food & Beverage	Jeddah								
8817	Food & Beverage	Jeddah								
8818	Food & Beverage	Jeddah								
8819	Food & Beverage	Jeddah								
8820	Accommodation	Khobar								
8821	Food & Beverage	Riyadh								
8822	Food & Beverage	Jeddah								
8823	Food & Beverage	Jeddah								
8824	Accommodation	Makkah								
8825	Food & Beverage	Dammam								
8826	Accommodation	Makkah								
8827	Food & Beverage	Jeddah								
8828	Food & Beverage	Jeddah								
8829	Food & Beverage	Jeddah								
8830	Accommodation	Makkah								
8831	Food & Beverage	Jeddah								
8832	Religious	Makkah	Accommodation	Makkah						
8833	Food & Beverage	Jeddah								
8834	Food & Beverage	Jeddah								
8835	Accommodation	Yanbu								
8836	Accommodation	Yanbu								
8837	Religious	Makkah								
8838	Food & Beverage	Jeddah								
8839	Food & Beverage	Riyadh								
8840	Food & Beverage	Jeddah								
8841	Accommodation	Makkah								
8842	Food & Beverage	Jeddah								
8843	Accommodation	Makkah								
8844	Food & Beverage	Jeddah								
8845	Accommodation	Dammam								
8846	Accommodation	Makkah								
8847	Accommodation	Makkah								
8848	Accommodation	Makkah								
8849	Accommodation	Makkah								
8850	Accommodation	Tabuk								
8851	Accommodation	Makkah								
8852	Food & Beverage	Jeddah								
8853	Accommodation	Makkah								
8854	Food & Beverage	Makkah								
8855	Food & Beverage	Jeddah								
8856	Accommodation	Jizan								
8857	Accommodation	Makkah								
8858	Food & Beverage	Jeddah								
8859	Food & Beverage	Jeddah								
8860	Food & Beverage	Jeddah								
8861	Food & Beverage	Jeddah								
8862	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
8863	Food & Beverage	Jeddah								
8864	Food & Beverage	Jeddah								
8865	Food & Beverage	Jeddah								
8866	Food & Beverage	Jeddah								
8867	Accommodation	Makkah								
8868	Accommodation	Makkah								
8869	Food & Beverage	Jeddah								
8870	Accommodation	Jeddah								
8871	Food & Beverage	Jeddah								
8872	Food & Beverage	Jeddah								
8873	Accommodation	Tabuk								
8874	Accommodation	Qassim								
8875	Accommodation	Makkah								
8876	Food & Beverage	Jeddah								
8877	Retail	Jeddah								
8878	Food & Beverage	Jeddah								
8879	Accommodation	Jeddah								
8880	Food & Beverage	Jeddah								
8881	Food & Beverage	Jeddah								
8882	Accommodation	Khobar								
8883	Food & Beverage	Jeddah								
8884	Accommodation	Khobar								
8885	Food & Beverage	Jeddah								
8886	Religious	Makkah								
8887	Food & Beverage	Jeddah								
8888	Accommodation	Jeddah								
8889	Religious	Makkah								
8890	Religious	Makkah								
8891	Religious	Makkah								
8892	Food & Beverage	Jeddah								
8893	Food & Beverage	Jeddah								
8894	Accommodation	Khobar								
8895	Food & Beverage	Jeddah								
8896	Accommodation	Madinah								
8897	Food & Beverage	Jeddah								
8898	Accommodation	Jeddah								
8899	Food & Beverage	Jeddah								
8900	Accommodation	Madinah								
8901	Food & Beverage	Jeddah								
8902	Retail	Al Baha								
8903	Accommodation	Jeddah								
8904	Accommodation	Khobar								
8905	Accommodation	Khobar								
8906	Accommodation	Makkah								
8907	Accommodation	Jeddah	Tourism Attractions/ Sites	Jeddah						
8908	Accommodation	Makkah								
8909	Tourism Attractions/ Sites	Madinah	Religious	Madinah						
8910	Accommodation	Makkah								
8911	Accommodation	Dammam								
8912	Accommodation	Makkah								
8913	Accommodation	Makkah								
8914	Accommodation	Makkah								
8915	Accommodation	Makkah								
8916	Accommodation	Makkah								
8917	Accommodation	Makkah								
8918	Accommodation	Makkah								
8919	Accommodation	Makkah								
8920	Accommodation	Makkah								
8921	Accommodation	Jeddah								
8922	Religious	Makkah	Accommodation	Makkah						
8923	Religious	Makkah	Accommodation	Makkah						
8924	Accommodation	Madinah								
8925	Accommodation	Riyadh								
8926	Accommodation	Riyadh								
8927	Accommodation	Jeddah								
8928	Food & Beverage	Riyadh								
8929	Accommodation	Jizan								
8930	Accommodation	Dammam								
8931	Religious	Madinah								
8932	Accommodation	Jeddah								
8933	Accommodation	Madinah								
8934	Religious	Makkah								
8935	Religious	Makkah								
8936	Accommodation	Riyadh								
8937	Accommodation	Makkah								
8938	Accommodation	Makkah								
8939	Accommodation	Jeddah								
8940	Religious	Makkah								
8941	Retail	Riyadh								
8942	Food & Beverage	Taif								
8943	Food & Beverage	Dammam								
8944	Religious	Makkah								
8945	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
8946	Tourism Attractions/ Sites	Riyadh								
8947	Retail	Riyadh								
8948	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
8949	Religious	Makkah	Religious	Madinah						
8950	Religious	Madinah								
8951	Retail	Al Baha								
8952	Retail	Jeddah								
8953	Religious	Makkah								
8954	Retail	Riyadh								
8955	Tourism Attractions/ Sites	Taif								
8956	Retail	Riyadh								
8957	Accommodation	Madinah								
8958	Retail	Jeddah								
8959	Tourism Attractions/ Sites	Taif								
8960	Food & Beverage	Jeddah								
8961	Accommodation	Riyadh								
8962	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
8963	Tourism Attractions/ Sites	Madinah								
8964	Retail	Riyadh								
8965	Retail	Jeddah								
8966	Food & Beverage	Jeddah								
8967	Accommodation	Jeddah								
8968	Food & Beverage	Jeddah								
8969	Accommodation	Al Ula								
8970	Accommodation	Riyadh								
8971	Retail	Dammam								
8972	Religious	Jeddah								
8973	Retail	Jeddah								
8974	Retail	Taif								
8975	Religious	Makkah								
8976	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
8977	Food & Beverage	Jeddah								
8978	Religious	Jeddah								
8979	Food & Beverage	Dammam								
8980	Food & Beverage	Jeddah								
8981	Accommodation	Abha								
8982	Food & Beverage	Riyadh								
8983	Food & Beverage	Taif	Retail	Taif						
8984	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
8985	Tourism Attractions/ Sites	Madinah	Food & Beverage	Riyadh	Tourism Attractions/ Sites	Riyadh				
8986	Religious	Makkah								
8987	Accommodation	Madinah								
8988	Retail	Dammam								
8989	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
8990	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
8991	Religious	Makkah								
8992	Food & Beverage	Dammam	Tourism Attractions/ Sites	Dammam						
8993	Food & Beverage	Jizan								
8994	Retail	Riyadh								
8995	Retail	Dammam								
8996	Religious	Madinah								
8997	Retail	Riyadh								
8998	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
8999	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9000	Food & Beverage	Riyadh								
9001	Retail	Riyadh								
9002	Retail	Al Baha								
9003	Retail	Yanbu								
9004	Food & Beverage	Jeddah								
9005	Retail	Dammam								
9006	Religious	Makkah								
9007	Food & Beverage	Khobar								
9008	Food & Beverage	KAEC								
9009	Food & Beverage	Jeddah								
9010	Religious	Makkah								
9011	Food & Beverage	Al Ahsa	Tourism Attractions/ Sites	Al Ahsa						
9012	Retail	Jeddah	Religious	Jeddah						
9013	Religious	Madinah								
9014	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
9015	Retail	Jeddah								
9016	Food & Beverage	Khobar								
9017	Food & Beverage	Taif								
9018	Tourism Attractions/ Sites	Jeddah								
9019	Retail	Taif								
9020	Food & Beverage	Khobar								
9021	Accommodation	Riyadh	Food & Beverage	Riyadh						
9022	Food & Beverage	Taif								
9023	Tourism Attractions/ Sites	Khobar	Tourism Attractions/ Sites	Dammam						
9024	Retail	Riyadh								
9025	Tourism Attractions/ Sites	Riyadh								
9026	Religious	Makkah								
9027	Tourism Attractions/ Sites	Riyadh								
9028	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
9029	Food & Beverage	Khobar								
9030	Religious	Makkah								
9031	Food & Beverage	Khobar								
9032	Retail	Jeddah								
9033	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
9034	Retail	Dammam								
9035	Accommodation	Makkah								
9036	Retail	Dammam								
9037	Accommodation	Dammam								
9038	Retail	Riyadh								
9039	Food & Beverage	Jeddah	Retail	Jeddah						
9040	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
9041	Religious	Makkah								
9042	Retail	Riyadh								
9043	Tourism Attractions/ Sites	Riyadh								
9044	Retail	Jeddah								
9045	Retail	Al Baha								
9046	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
9047	Accommodation	Riyadh								
9048	Retail	Jeddah								
9049	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
9050	Tourism Attractions/ Sites	Madinah								
9051	Food & Beverage	Jeddah								
9052	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9053	Accommodation	Jeddah								
9054	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9055	Retail	Yanbu								
9056	Religious	Madinah								
9057	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
9058	Tourism Attractions/ Sites	Madinah								
9059	Food & Beverage	Taif								
9060	Accommodation	Riyadh	Food & Beverage	Riyadh						
9061	Accommodation	Riyadh								
9062	Accommodation	Jeddah								
9063	Food & Beverage	Khobar								
9064	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9065	Tourism Attractions/ Sites	Al Ahsa	Retail	Al Ahsa						
9066	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
9067	Food & Beverage	Dammam								
9068	Retail	Riyadh								
9069	Tourism Attractions/ Sites	Al Ahsa								
9070	Retail	Dammam								
9071	Retail	Dammam								
9072	Tourism Attractions/ Sites	Al Ahsa								
9073	Religious	Makkah								
9074	Accommodation	Riyadh								
9075	Religious	Riyadh								
9076	Accommodation	Riyadh								
9077	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
9078	Tourism Attractions/ Sites	Riyadh								
9079	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
9080	Religious	Jeddah								
9081	Retail	Jeddah								
9082	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9083	Accommodation	Riyadh								
9084	Tourism Attractions/ Sites	Madinah	Tourism Attractions/ Sites	Riyadh						
9085	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9086	Religious	Makkah								
9087	Religious	Makkah								
9088	Tourism Attractions/ Sites	Jeddah								
9089	Retail	Jeddah								
9090	Tourism Attractions/ Sites	Al Ahsa								
9091	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
9092	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9093	Religious	Makkah								
9094	Religious	Madinah								
9095	Food & Beverage	Jeddah								
9096	Accommodation	Riyadh								
9097	Accommodation	Riyadh								
9098	Retail	Riyadh								
9099	Accommodation	Riyadh	Food & Beverage	Riyadh						
9100	Religious	Madinah								
9101	Accommodation	Riyadh	Food & Beverage	Dammam						
9102	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
9103	Retail	Jeddah								
9104	Accommodation	Riyadh								
9105	Accommodation	Riyadh								
9106	Accommodation	Taif								
9107	Retail	Riyadh								
9108	Religious	Madinah								
9109	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
9110	Retail	Riyadh								
9111	Accommodation	Riyadh								
9112	Religious	Riyadh	Tourism Attractions/ Sites	Madinah	Religious	Madinah				
9113	Religious	Madinah								
9114	Tourism Attractions/ Sites	Taif								
9115	Food & Beverage	Dammam								
9116	Accommodation	Riyadh	Food & Beverage	Riyadh						
9117	Accommodation	Abha								
9118	Food & Beverage	Khobar								
9119	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh						
9120	Tourism Attractions/ Sites	Jeddah								
9121	Food & Beverage	Dammam								
9122	Tourism Attractions/ Sites	Madinah	Retail	Riyadh						
9123	Accommodation	Riyadh								
9124	Food & Beverage	Jeddah								
9125	Retail	Riyadh								
9126	Religious	Madinah								
9127	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Tourism Attractions/ Sites	Riyadh				
9128	Accommodation	Riyadh								
9129	Accommodation	Makkah								
9130	Retail	Riyadh								
9131	Retail	Jeddah								
9132	Retail	Jeddah								
9133	Food & Beverage	Dammam	Tourism Attractions/ Sites	Dammam						
9134	Tourism Attractions/ Sites	Madinah	Accommodation	Riyadh	Retail	Riyadh				
